image_name,gsm,source,weft_count_autocorr,weft_count_fft,weft_count_direct,weft_count,weft_spacing_avg,weft_spacing_std,weft_spacing_cv,weft_confidence,warp_count_autocorr,warp_count_fft,warp_count_direct,warp_count,warp_spacing_avg,warp_spacing_std,warp_spacing_cv,warp_confidence,yarn_edge_density,yarn_component_count,yarn_avg_area,yarn_std_area,yarn_density_uniformity,weft_spacing_uniformity,weft_lines_detected,warp_spacing_uniformity,warp_lines_detected,texture_contrast,texture_homogeneity,texture_energy,texture_entropy,texture_lbp_mean,texture_lbp_std,freq_dc_component,freq_high_freq_energy,freq_low_freq_energy,freq_radial_peak,structure_gabor_0deg,structure_gabor_45deg,structure_gabor_90deg,structure_gabor_135deg,structure_dominant_orientation,structure_regularity,edge_gradient_mean,edge_gradient_std,edge_direction_mean,edge_direction_std,edge_laplacian_variance,color_r_mean,color_r_std,color_g_mean,color_g_std,color_b_mean,color_b_std,color_h_mean,color_h_std,color_s_mean,color_s_std,color_v_mean,color_v_std,color_l_mean,color_l_std,color_a_mean,color_a_std,color_b_lab_mean,color_b_lab_std
fabricnet_0005.jpg,140,fabricnet,8.0,8.0,12,8.0,32.0,0.0,0.0,0.8319256397963732,8.827586206896552,9.0,9,9.0,30.0,0.4714045207910317,0.015890040021307793,0.9909930857295023,0.24835205078125,1,180305.0,0.0,1.0,0.39898298550156025,1152,0.3228023801757212,679,7.703,0.03958187656664546,0.06703544445917942,6.331579075038713,161.53705596923828,96.40840225242506,17.196779820456474,1094096.4668415259,653991.5971858487,1,84.77526473999023,197.81322860717773,85.43172454833984,195.01570892333984,45,0.7166088037423937,142.41542846292083,165.5888775345859,-0.01915648740005031,1.581296036168622,4449.259982887639,111.53372192382812,93.88031592012783,112.30838775634766,93.70114513411961,113.3762435913086,93.45187883962262,61.83152389526367,55.14660581838836,23.10674285888672,47.663624922493206,113.91313552856445,93.20309203198742,114.61068725585938,93.99727525817323,127.92882537841797,1.3255979288771675,127.30730819702148,1.568380729049037
fabricnet_0006.jpg,130,fabricnet,7.757575757575758,7.0,8,7.757575757575758,33.0,0.0,0.0,0.9468379641824677,0.0,3.0,12,7.5,0.0,0.0,0.0,0.6250000003125,0.17042160034179688,11,12218.818181818182,38291.49292851109,0.24190740292880583,0.3888505954749342,1217,0.3594681025205182,926,7.63,0.07951166617378315,0.06679885790799744,6.448248960676673,164.49147415161133,89.17366676424167,17.71060207124024,937136.8437594648,591733.4271524055,1,91.13890075683594,252.45816802978516,70.89725494384766,247.7320442199707,45,0.6611317171353733,67.6604721878926,86.04609005305721,0.1326896052889357,1.6259797350548755,630.2779045993811,155.0935287475586,86.34096060328656,199.7713394165039,53.5410385179921,209.5972023010254,44.64636382382375,70.20487594604492,40.780658807206734,80.40054702758789,76.1673695873488,210.00180053710938,44.84631107048954,198.24615478515625,53.69269442045069,117.63162231445312,8.232247529214362,118.71390151977539,9.36114900874146
fabricnet_0012.jpg,105,fabricnet,7.211267605633803,7.0,11,7.211267605633803,35.5,0.408248290463863,0.011499951840813056,0.8205508607225392,9.846153846153847,10.0,8,9.846153846153847,26.0,0.0,0.0,0.9108291007270938,0.19263839721679688,1,150435.0,0.0,1.0,0.38447389524054093,1286,0.38562147679489034,898,7.703,0.05791196252370711,0.0658169950474985,6.535537509054433,162.4355697631836,93.42338800983293,17.72094337572982,1015515.9968907805,621155.4090394835,1,93.80920791625977,246.67779541015625,92.70899200439453,247.96646881103516,135,0.6885312311367822,93.98230932940032,117.43661790310196,-0.006547931101682893,1.5804665865529672,1406.8536141896475,186.97930526733398,62.61524807444337,190.66672134399414,61.91466203388196,189.89710998535156,61.14662667311127,54.5483512878418,50.79613916141362,23.84252166748047,31.904345657023185,195.83971405029297,58.98213698364937,194.40662384033203,59.64837004035341,126.76100158691406,5.6744584926503725,128.0213394165039,3.930830197044217
fabricnet_0001.jpg,140,fabricnet,7.757575757575758,8.0,9,8.0,33.0,0.23570226039551584,0.007178749045392741,0.9388265163134396,10.145977011494253,8.0,9,9.0,29.5,0.5,0.016949152536627404,0.9116645630657119,0.23952865600585938,4,43877.25,75937.58256086046,0.366208832931588,0.3942984365786897,1201,0.3478839171533467,698,7.605,0.032343822891708826,0.06919017925974913,6.634133529643187,161.62285232543945,95.1065021739094,17.65197732146367,1100496.2140568718,667285.980663076,1,91.84772872924805,224.83905792236328,90.40802383422852,222.01148986816406,45,0.7039037119992747,175.5826431363285,197.27864333172914,-0.0023616248654615406,1.586026485136958,5261.748769443464,197.79818725585938,77.50992179360193,168.0284767150879,86.39372217058973,167.36620330810547,86.1654073374367,54.29878616333008,69.74325371863189,55.049991607666016,70.13704780156765,199.07629013061523,76.45022702314193,180.63771057128906,79.10839743446111,139.45560836791992,17.0391566874888,133.97400665283203,10.11840433706446
fabricnet_0011.jpg,130,fabricnet,3.2788461538461537,8.0,9,8.0,104.0,0.0,0.0,0.7304123975956737,0.0,0.0,14,14.0,0.0,0.0,0.0,0.5,0.07891464233398438,55,1190.5636363636363,4975.600885644179,0.19308009575846288,0.4394895443369292,259,0.37788775391942575,174,7.746,0.12034537595075712,0.06629693845752627,6.009984662412869,164.9529151916504,88.06971688045435,17.75568675686943,849926.2161433282,552823.6004629558,1,85.6193962097168,254.23357772827148,65.13100051879883,252.44894790649414,45,0.6480035706218921,43.25778655738129,57.896337818515704,0.08100026992475763,1.6005802522614536,207.9404923459515,177.46278381347656,51.08848319413614,209.05899047851562,39.27025425567771,179.0235710144043,55.62297858021067,47.327144622802734,29.01047138741693,50.801734924316406,33.78528752908791,209.05932235717773,39.26862959638651,205.93805694580078,39.26466689270703,111.80497741699219,10.122920760572603,139.81593704223633,10.902638670374673
fabricnet_0002.jpg,140,fabricnet,7.529411764705882,7.0,13,7.529411764705882,34.0,0.4714045207910317,0.013730228756904739,0.7718623804151867,9.95,9.0,9,9.0,30.0,0.0,0.0,0.9541364893032072,0.2489776611328125,1,183058.0,0.0,1.0,0.4060930415397013,861,0.347765833754253,626,7.75,0.03406161323598449,0.06401657802052796,6.717651349818095,159.90216827392578,95.46207423882666,17.667157354468948,1082299.3888946602,660575.7114795456,1,92.75418472290039,231.95295333862305,92.3414306640625,227.69213104248047,45,0.701295324359114,167.79410475319602,181.13299487480103,-0.00859244515992732,1.585995653727533,4284.886321278231,218.244873046875,55.05811988163848,162.98004913330078,83.63904442552281,163.45913696289062,83.44620165709095,62.623863220214844,82.79264138922862,82.49011611938477,75.66443972319374,218.26378631591797,55.065806093281466,184.20230102539062,69.30360204332739,149.6420440673828,18.10810273273025,138.28160095214844,10.244471890815936
fabricnet_0010.jpg,130,fabricnet,0.0,8.0,11,9.5,0.0,0.0,0.0,0.8636363637603306,0.0,0.0,11,11.0,0.0,0.0,0.0,0.5,0.125640869140625,22,4668.227272727273,20907.986077381618,0.182522221285567,0.43933587718577316,732,0.34740660125629036,674,7.67,0.10351419280576676,0.0657559591345489,6.323608072968948,164.23208618164062,88.98978588077864,17.75172689038487,872215.0410514737,567631.16049501,1,85.38349914550781,253.85577392578125,67.09065246582031,252.5469512939453,45,0.6499373228180131,51.15155074028557,61.54046748470523,0.0859302267807328,1.6073833282664145,264.20523718505865,211.4936637878418,37.20062493422586,188.64835739135742,58.96636146944518,187.95734405517578,58.88420719863085,49.25468826293945,64.16462089495322,35.9556884765625,44.958019226014436,213.21355819702148,37.871063499791305,199.73650741577148,48.152533040377925,136.85874557495117,14.087643874603314,132.2072868347168,6.2160937104446905
fabricnet_0009.jpg,130,fabricnet,0.0,0.0,9,9.0,0.0,0.0,0.0,0.5,0.0,0.0,12,12.0,0.0,0.0,0.0,0.5,0.15880966186523438,24,5206.708333333333,24617.523001037236,0.17457979972617702,0.4036200930329429,1106,0.37248735202477135,941,7.117,0.065972772741938,0.06737741714459844,6.412084434523319,168.87691497802734,89.16841184351688,17.63392020117854,947916.1066038613,605740.1584080228,4,87.08694839477539,243.17910766601562,73.13948440551758,229.30715942382812,45,0.6686815358157171,81.21552267756667,120.2673120415189,0.1595402951900565,1.6108778751041124,898.2601691118762,176.8467559814453,89.40839330630277,174.95795440673828,87.04018764273737,158.76998901367188,80.22325152574938,37.57986831665039,37.34268780958312,35.98515701293945,36.984043972192296,178.90678024291992,86.91457911075385,177.29810333251953,85.50098044780226,126.09980010986328,2.8306792499674485,136.1924705505371,11.368304937688281
fabricnet_0007.jpg,130,fabricnet,6.7368421052631575,7.0,4,6.7368421052631575,38.0,0.0,0.0,0.8133858165467158,0.0,10.0,12,11.0,0.0,0.0,0.0,0.9166666667361111,0.047481536865234375,132,302.1969696969697,847.999646578274,0.26273505366670824,0.44025530110057265,85,0.37058856383463823,37,7.707,0.14813023327302133,0.06916870790882967,5.754167435811064,167.34639739990234,88.07896125536315,17.736286900907093,834807.1051838466,538683.5951379256,1,73.42811965942383,254.53095245361328,57.050846099853516,254.0582160949707,45,0.6278376137889464,34.24463559411235,48.49469045159666,0.031120370328685115,1.5867309464339223,165.32887292926898,191.45038604736328,42.600845102915024,193.6057586669922,41.369727219805,188.74835586547852,44.049512522784426,31.026020050048828,20.04569512832974,7.619758605957031,7.076860610049676,193.69178009033203,41.34305819082923,198.22275924682617,38.76917038627816,126.38822174072266,1.7304143806783379,130.14350128173828,1.7763924402749616
fabricnet_0003.jpg,140,fabricnet,7.876923076923077,8.0,9,8.0,33.0,0.23570226039551584,0.007178749045392741,0.9428178895049516,8.827586206896552,9.0,9,9.0,29.0,0.23570226039551584,0.008081220353646982,0.9909930857295023,0.2440185546875,4,44463.75,76994.42157512128,0.3660828203107415,0.4050270921084394,917,0.4116130026936724,750,7.64,0.02826287936493048,0.06733772915322334,6.661011328635496,161.28726196289062,95.96836653756999,17.607265592841102,1119065.179866991,674437.9605644161,1,90.69463348388672,218.73559951782227,93.86831665039062,219.09811401367188,135,0.7107356204629596,202.22891346143456,222.03742003990266,-0.03289662925886275,1.5871645355840873,7201.343251864404,177.7901153564453,86.80262576379039,165.40779495239258,88.63935869838316,165.49057388305664,88.1066276436245,60.514007568359375,65.36728987628636,47.529258728027344,63.60151324557866,182.04625701904297,84.82430503030729,172.29232025146484,85.9149060209027,133.01215744018555,11.953446727415235,130.2271385192871,6.841108672195215
fabricnet_0008.jpg,130,fabricnet,3.2476190476190476,8.0,13,8.0,105.0,0.0,0.0,0.6699517822753334,0.0,0.0,7,7.0,0.0,0.0,0.0,0.5,0.114654541015625,27,3479.5555555555557,16354.41068456782,0.17543417758394636,0.45719179239693686,578,0.35178686652076396,510,7.74,0.1023397155113316,0.06553882663138211,6.239086948376958,164.2271614074707,88.4007777185308,17.748725343016623,876992.7025126702,567877.516419589,1,89.01058197021484,254.18127822875977,66.08718872070312,252.23423767089844,45,0.6521649252334158,51.714699519709455,66.94998484429696,0.1227655093377186,1.6198796366774584,314.8962753554806,191.52412033081055,46.20823967713173,197.0356559753418,48.42950380238498,192.0560531616211,56.267505154959416,46.909149169921875,39.69682874224498,24.961116790771484,25.06362240252051,200.89077758789062,47.911874011509624,200.54584121704102,45.357741638950124,125.42886734008789,2.744027042029495,130.06781005859375,8.068164014840525
fabricnet_0004.jpg,140,fabricnet,0.0,8.0,13,10.5,0.0,0.0,0.0,0.8076923078402367,0.0,8.0,12,10.0,0.0,0.0,0.0,0.8333333334722223,0.24414443969726562,1,180102.0,0.0,1.0,0.3962962229597402,1143,0.3464796284755719,664,7.703,0.035469095785934136,0.0650392985844519,6.774658419719014,160.4316520690918,95.35045925824164,17.575900135958562,1079953.0338928932,659382.0049820204,1,91.64487838745117,221.41219329833984,90.6672592163086,219.15197372436523,45,0.7068887493537139,159.5691423075276,176.6097938474385,-0.021351491339963613,1.584987400703635,3860.806990085577,186.60673141479492,82.1954022052536,154.0673484802246,87.16678294960765,154.96145248413086,86.3966280605347,65.85287475585938,75.12574510439264,67.1796646118164,69.13931419121016,189.51338958740234,79.71174299494824,167.78395462036133,81.42885801423878,141.00026321411133,17.246115314193926,133.6059799194336,9.578134093711888
fabricnet_0013.jpg,105,fabricnet,8.0,8.0,11,8.0,32.0,0.4714045207910317,0.014886458546594749,0.8642035183410555,9.846153846153847,10.0,10,10.0,26.0,0.23570226039551584,0.009123958463391339,0.9927629954076472,0.17243576049804688,4,34404.0,59536.93982310478,0.36623010228331426,0.39795268439848575,1148,0.3620064289189675,903,7.703,0.0627579112329297,0.06601711880648509,6.509656470375683,163.74227905273438,90.8125034523467,17.7452143922459,971456.5257184623,607296.5070339623,1,99.56178283691406,247.4561538696289,86.5848617553711,249.18483352661133,135,0.6870241859321312,86.16318480808945,107.93420336807353,-0.01356071136013862,1.595508714662335,980.5412013640162,197.83999633789062,56.87246681043035,192.56238174438477,63.044867505000326,192.3974723815918,61.471065393936264,68.2219467163086,70.73291172385325,19.189964294433594,31.39336135554224,200.11732864379883,57.31382958995963,197.98617935180664,59.484885689967676,130.05743026733398,6.140829499257775,128.84426498413086,1.413195086890531
